user,week,anomaly_score,anomaly_label,is_anomalous,normalized_score,behavioral_risk_raw,behavioral_risk_score
AAV0450,15-03-2010,0.234791699,1,0,0.950866492,0.049133508,1
AAV0450,22-03-2010,0.22629902,1,0,0.932879996,0.067120004,2
AAV0450,29-03-2010,0.229535086,1,0,0.939733605,0.060266395,2
AAV0450,12-04-2010,0.227556428,1,0,0.935543039,0.064456961,2
AAV0450,19-04-2010,0.229181995,1,0,0.938985799,0.061014201,2
AAV0450,26-04-2010,0.225687022,1,0,0.931583856,0.068416144,2
AAV0450,10-05-2010,0.220600832,1,0,0.920811902,0.079188098,2
AAV0450,17-05-2010,0.229181995,1,0,0.938985799,0.061014201,2
AAV0450,24-05-2010,0.227900863,1,0,0.936272512,0.063727488,2
AAV0450,14-06-2010,0.229181995,1,0,0.938985799,0.061014201,2
AAV0450,21-06-2010,0.231994305,1,0,0.944941941,0.055058059,1
AAV0450,28-06-2010,0.229535086,1,0,0.939733605,0.060266395,2
AAV0450,12-07-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAV0450,19-07-2010,0.257991053,1,0,1,0,1
AAV0450,26-07-2010,0.257991053,1,0,1,0,1
AAV0450,09-08-2010,0.23118061,1,0,0.94321863,0.05678137,2
AAV0450,16-08-2010,0.257991053,1,0,1,0,1
AAV0450,23-08-2010,0.257991053,1,0,1,0,1
AAV0450,30-08-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAV0450,13-09-2010,0.257991053,1,0,1,0,1
AAV0450,20-09-2010,0.257991053,1,0,1,0,1
AAV0450,27-09-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAV0450,11-10-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAV0450,18-10-2010,0.257991053,1,0,1,0,1
AAV0450,25-10-2010,0.257991053,1,0,1,0,1
AAV0450,15-11-2010,0.257991053,1,0,1,0,1
AAV0450,22-11-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAV0450,29-11-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAV0450,13-12-2010,0.257991053,1,0,1,0,1
AAV0450,20-12-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAV0450,27-12-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAV0450,10-01-2011,0.24493371,1,0,0.972346082,0.027653918,1
AAV0450,17-01-2011,0.257991053,1,0,1,0,1
AAV0450,24-01-2011,0.257991053,1,0,1,0,1
AAV0450,31-01-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAV0450,14-02-2011,0.257991053,1,0,1,0,1
AAV0450,21-02-2011,0.257991053,1,0,1,0,1
AAV0450,28-02-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAV0450,14-03-2011,0.257991053,1,0,1,0,1
AAV0450,21-03-2011,0.257991053,1,0,1,0,1
AAV0450,28-03-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAV0450,11-04-2011,0.253013037,1,0,0.989457147,0.010542853,1
AAV0450,18-04-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAV0450,25-04-2011,0.257991053,1,0,1,0,1
AAV0450,09-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAV0450,16-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAW0353,11-01-2010,0.036357411,1,0,0.530605974,0.469394026,5
AAW0353,18-01-2010,0.049011394,1,0,0.557405622,0.442594378,5
AAW0353,25-01-2010,0.225645567,1,0,0.93149606,0.06850394,2
AAW0353,15-02-2010,0.225645567,1,0,0.93149606,0.06850394,2
AAW0353,22-02-2010,0.228024283,1,0,0.9365339,0.0634661,2
AAW0353,15-03-2010,0.227137109,1,0,0.934654971,0.065345029,2
AAW0353,22-03-2010,0.226121611,1,0,0.932504264,0.067495736,2
AAW0353,29-03-2010,0.214675926,1,0,0.908263648,0.091736352,2
AAW0353,12-04-2010,0.226052235,1,0,0.932357335,0.067642665,2
AAW0353,19-04-2010,0.226121611,1,0,0.932504264,0.067495736,2
AAW0353,26-04-2010,0.223890135,1,0,0.92777826,0.07222174,2
AAW0353,10-05-2010,0.209375416,1,0,0.897037791,0.102962209,2
AAW0353,17-05-2010,0.223890135,1,0,0.92777826,0.07222174,2
AAW0353,24-05-2010,0.226121611,1,0,0.932504264,0.067495736,2
AAW0353,14-06-2010,0.226121611,1,0,0.932504264,0.067495736,2
AAW0353,21-06-2010,0.226121611,1,0,0.932504264,0.067495736,2
AAW0353,28-06-2010,0.214675926,1,0,0.908263648,0.091736352,2
AAW0353,12-07-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAW0353,19-07-2010,0.257991053,1,0,1,0,1
AAW0353,26-07-2010,0.257991053,1,0,1,0,1
AAW0353,09-08-2010,0.23118061,1,0,0.94321863,0.05678137,2
AAW0353,16-08-2010,0.257991053,1,0,1,0,1
AAW0353,23-08-2010,0.257991053,1,0,1,0,1
AAW0353,30-08-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAW0353,13-09-2010,0.257991053,1,0,1,0,1
AAW0353,20-09-2010,0.257991053,1,0,1,0,1
AAW0353,27-09-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAW0353,11-10-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAW0353,18-10-2010,0.257991053,1,0,1,0,1
AAW0353,25-10-2010,0.257991053,1,0,1,0,1
AAW0353,15-11-2010,0.257991053,1,0,1,0,1
AAW0353,22-11-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAW0353,29-11-2010,0.24493371,1,0,0.972346082,0.027653918,1
AAW0353,13-12-2010,0.257991053,1,0,1,0,1
AAW0353,20-12-2010,0.253013037,1,0,0.989457147,0.010542853,1
AAW0353,27-12-2010,0.255980329,1,0,0.995741522,0.004258478,1
AAW0353,10-01-2011,0.24493371,1,0,0.972346082,0.027653918,1
AAW0353,17-01-2011,0.257991053,1,0,1,0,1
AAW0353,24-01-2011,0.257991053,1,0,1,0,1
AAW0353,31-01-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAW0353,14-02-2011,0.257991053,1,0,1,0,1
AAW0353,21-02-2011,0.257991053,1,0,1,0,1
AAW0353,28-02-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAW0353,14-03-2011,0.257991053,1,0,1,0,1
AAW0353,21-03-2011,0.257991053,1,0,1,0,1
AAW0353,28-03-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAW0353,11-04-2011,0.253013037,1,0,0.989457147,0.010542853,1
AAW0353,18-04-2011,0.255980329,1,0,0.995741522,0.004258478,1
AAW0353,25-04-2011,0.257991053,1,0,1,0,1
AAW0353,09-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
AAW0353,16-05-2011,0.23118061,1,0,0.94321863,0.05678137,2
ABC0174,11-01-2010,-0.119189392,-1,1,0.20117611,0.79882389,8
ABC0174,18-01-2010,-0.118801504,-1,1,0.201997612,0.798002388,8
ABC0174,25-01-2010,0.043779476,1,0,0.546325036,0.453674964,5
ABC0174,15-02-2010,-0.023873476,-1,1,0.403044026,0.596955974,6
ABC0174,22-02-2010,0.026667436,1,0,0.510083744,0.489916256,5
ABC0174,15-03-2010,0.013211062,1,0,0.481584725,0.518415275,6
ABC0174,22-03-2010,0.012126971,1,0,0.479288746,0.520711254,6
ABC0174,29-03-2010,0.056320155,1,0,0.572884722,0.427115278,5
ABC0174,12-04-2010,0.014475412,1,0,0.484262469,0.515737531,6
ABC0174,19-04-2010,-0.026275626,-1,1,0.397956555,0.602043445,6
ABC0174,26-04-2010,0.017632594,1,0,0.49094901,0.50905099,6
ABC0174,10-05-2010,0.073321494,1,0,0.608891561,0.391108439,5
ABC0174,17-05-2010,-0.020426268,-1,1,0.410344809,0.589655191,6
ABC0174,24-05-2010,-0.017796573,-1,1,0.415914195,0.584085805,6
ABC0174,31-05-2010,0.106231949,1,0,0.67859204,0.32140796,4
ABC0174,07-06-2010,0.087531116,1,0,0.638985871,0.361014129,4
ABC0174,14-06-2010,-0.016153146,-1,1,0.419394779,0.580605221,6
ABC0174,21-06-2010,-0.007986439,-1,1,0.436690906,0.563309094,6
ABC0174,28-06-2010,0.031323728,1,0,0.519945224,0.480054776,5
ABC0174,12-07-2010,0.150492705,1,0,0.772331122,0.227668878,3
ABC0174,19-07-2010,0.148542041,1,0,0.768199846,0.231800154,3
ABC0174,26-07-2010,0.128485253,1,0,0.725721923,0.274278077,3
ABC0174,09-08-2010,0.133290342,1,0,0.735898537,0.264101463,3
ABC0174,16-08-2010,0.135356478,1,0,0.740274371,0.259725629,3
ABC0174,23-08-2010,0.109822246,1,0,0.686195867,0.313804133,4
ABC0174,30-08-2010,0.134781705,1,0,0.739057071,0.260942929,3
ABC0174,13-09-2010,0.122552923,1,0,0.713157945,0.286842055,4
ABC0174,20-09-2010,0.132939003,1,0,0.735154443,0.264845557,3
ABC0174,27-09-2010,0.14648217,1,0,0.763837281,0.236162719,3
ABC0174,11-10-2010,0.142762753,1,0,0.755959992,0.244040008,3
ABC0174,18-10-2010,0.15150953,1,0,0.774484639,0.225515361,3
ABC0174,25-10-2010,0.16325406,1,0,0.799358174,0.200641826,3
ABC0174,08-11-2010,0.150968757,1,0,0.773339345,0.226660655,3
