row_index,predicted_probability,predicted_label,actual_label,explanation
19757,0.970532733,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
34260,0.968377243,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and login activity occurred across many days."
30504,0.57801254,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
41518,0.982825577,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
4740,0.950608635,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
6173,0.520656795,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
28085,0.737626609,1,1,"This user was flagged because suspicious behavior stayed elevated over several weeks, overall system activity was unusually high, and external devices were used on multiple computers."
23283,0.756221068,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
24306,0.72127182,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
24663,0.992588842,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
11209,0.829553964,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
8833,0.597332573,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
16005,0.833696224,1,0,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
23261,0.802600365,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
24653,0.98329302,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
4802,0.948895738,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
3614,0.957585063,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
4631,0.954549658,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
21490,0.97141202,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
3834,0.923888987,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
1544,0.928605638,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
30569,0.894923034,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
30484,0.975475722,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
35157,0.526833158,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and file activity changed sharply compared with the previous week."
34258,0.971466795,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
28730,0.975603526,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and login activity occurred across many days."
39752,0.975546173,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
3066,0.905251057,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
16498,0.97784834,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
25469,0.878059224,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
41534,0.962750739,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
17282,0.99428224,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
1229,0.961751493,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
10634,0.896386758,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and login activity occurred across many days."
24621,0.995153054,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
37815,0.985358073,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
21143,0.958891513,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
40987,0.7451676,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
3634,0.952754262,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
28723,0.961246497,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
24349,0.760584763,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
11031,0.674278844,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
19321,0.9391971,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
39400,0.968505687,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
24650,0.978710463,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
38709,0.518001766,1,0,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and overall system activity was unusually high."
30928,0.954859467,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
12252,0.871294101,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and overall system activity was unusually high."
10226,0.773951859,1,1,"This user was flagged because multiple risk signals increased at the same time, file activity changed sharply compared with the previous week, and file access activity was unusually high."
5535,0.988468489,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
10911,0.97683682,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
36590,0.983567173,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
17978,0.773973699,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
3626,0.948031961,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
11035,0.659031837,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
31589,0.827988432,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
12255,0.871157086,1,0,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
6180,0.836753338,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
30849,0.538418031,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
9918,0.950504745,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
40991,0.8646607,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
17387,0.927074402,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
38572,0.583733217,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
41554,0.966593073,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
28725,0.963900789,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
40961,0.893025015,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
18056,0.973792869,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
39084,0.969035071,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
10234,0.946605882,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
16140,0.975995986,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
40973,0.871952654,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and file-related activity was unusually high."
17842,0.606904003,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
17759,0.653105241,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
40117,0.884340514,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
34881,0.964016142,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
5399,0.663921332,1,1,"This user was flagged because multiple risk signals increased at the same time, file access activity was unusually high, and file activity changed sharply compared with the previous week."
17758,0.780784368,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
36973,0.755061587,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and email activity occurred across many days."
14461,0.968603127,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
17441,0.972100475,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
17261,0.989537481,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
5401,0.949064658,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
3828,0.984587381,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
23257,0.845773048,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
16107,0.98938264,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
16269,0.968612344,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
11608,0.80849497,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
5305,0.743512015,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
20295,0.843269682,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
40086,0.97542298,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
34259,0.778765041,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and device usage was higher than expected compared with other actions."
39759,0.641243715,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
17258,0.990584883,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
26214,0.925090287,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and many emails included attachments."
38483,0.521667823,1,0,"This user was flagged because multiple risk signals increased at the same time, logins came from multiple computers, and suspicious behavior stayed elevated over several weeks."
8236,0.960601642,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
40970,0.95464847,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
9861,0.964408491,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
4783,0.956656081,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
30840,0.97320983,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
34399,0.933375102,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
16840,0.968205954,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
32681,0.977307209,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
34654,0.98381457,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
37182,0.969035071,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
30842,0.541830503,1,0,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
10887,0.996742745,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and web activity occurred across many days."
4274,0.979651354,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
20291,0.817893364,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
2414,0.894998672,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
37790,0.992731438,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
5076,0.971742625,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
20808,0.944933472,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file activity changed sharply compared with the previous week."
1444,0.978525069,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
10245,0.545337143,1,0,"This user was flagged because multiple risk signals increased at the same time, file access activity was unusually high, and file-related activity was unusually high."
36546,0.970981228,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
34625,0.991888247,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
8830,0.86384915,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
34988,0.980043786,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
17378,0.5538941,1,1,"This user was flagged because overall system activity was unusually high, file-related activity was unusually high, and suspicious behavior stayed elevated over several weeks."
10928,0.992286452,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
40288,0.620044486,1,0,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
41529,0.976677184,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
34398,0.915068409,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
40091,0.974980157,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
20303,0.705004563,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
30426,0.966781642,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
7519,0.638284186,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
8204,0.966001988,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
36460,0.97015768,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
35161,0.855327131,1,1,"This user was flagged because multiple risk signals increased at the same time, file access activity was unusually high, and network-related risk increased compared with the previous week."
17474,0.872994014,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
21470,0.991553015,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
1540,0.823797305,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
40102,0.958050101,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
24642,0.989412912,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
26704,0.902629176,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
11028,0.538741402,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
30476,0.986962426,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
41539,0.974901846,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
8423,0.979921271,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
5355,0.968922934,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
20795,0.99066422,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and web activity occurred across many days."
9867,0.977651169,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
34632,0.991926965,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
28005,0.978882315,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
39470,0.966960444,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
16128,0.975710799,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
16102,0.988302856,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
27625,0.606292795,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
2643,0.950314327,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
6561,0.903171039,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
34083,0.976318108,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
14120,0.97860512,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and overall system activity was unusually high."
3841,0.884875175,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
3323,0.964950565,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
41514,0.963048413,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
39224,0.849205477,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
41546,0.976772099,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
33886,0.793479672,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
5856,0.817205884,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
489,0.905251057,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
19883,0.805997221,1,1,"This user was flagged because overall system activity was unusually high, suspicious behavior stayed elevated over several weeks, and multiple risk signals increased at the same time."
20244,0.69235518,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
39389,0.987236982,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
9376,0.961223015,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
19781,0.777983913,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and daily external device usage was unusually high."
3467,0.911280133,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and many emails included attachments."
9652,0.520310762,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
32604,0.618705703,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and many emails included attachments."
28001,0.977398523,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
18660,0.937922288,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
9834,0.977631734,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
7513,0.805821286,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
8216,0.991096569,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
26206,0.985697381,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and web activity occurred across many days."
39399,0.975701844,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
34646,0.973390297,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
20207,0.991105686,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
35773,0.932638638,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
12241,0.946363728,1,1,"This user was flagged because multiple risk signals increased at the same time, external devices were used on multiple computers, and logins came from multiple computers."
40104,0.965352487,1,1,"This user was flagged because multiple risk signals increased at the same time, file access activity was unusually high, and daily external device usage was unusually high."
16094,0.977789877,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
24645,0.974761336,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
25293,0.977649584,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and web activity occurred across many days."
4758,0.962312858,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
16515,0.948393705,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
19888,0.910384507,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
27983,0.990771583,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and suspicious behavior stayed elevated over several weeks."
3553,0.648993465,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and email activity occurred across many days."
24649,0.974619037,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
17554,0.977870555,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and file-related activity was unusually high."
31973,0.744311188,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
6576,0.882591078,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
4775,0.975067434,1,1,"This user was flagged because overall system activity was unusually high, multiple risk signals increased at the same time, and file-related activity was unusually high."
7015,0.968612344,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
39644,0.824033089,1,1,"This user was flagged because multiple risk signals increased at the same time, device usage changed sharply compared with the previous week, and daily external device usage was unusually high."
12233,0.945177359,1,1,"This user was flagged because multiple risk signals increased at the same time, suspicious behavior stayed elevated over several weeks, and external devices were used on multiple computers."
34994,0.689254767,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and suspicious behavior stayed elevated over several weeks."
34993,0.621165847,1,1,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and many emails included attachments."
16576,0.954859467,1,1,"This user was flagged because multiple risk signals increased at the same time, web activity occurred across many days, and suspicious behavior stayed elevated over several weeks."
18688,0.617069544,1,0,"This user was flagged because multiple risk signals increased at the same time, overall system activity was unusually high, and daily external device usage was unusually high."
