UserID,Week,CombinedRiskScore,MITRE_Technique,PlainEnglishExplanation
AAL0706,38,1.0001872,,
AAL0706,40,1.0001872,,
AAL0706,41,1.0001872,,
AAL0706,42,1.0001872,,
AAL0706,45,1.0001872,,
AAL0706,46,1.0001872,,
AAL0706,47,1.0001872,,
AAL0706,49,1.0001872,,
AAL0706,50,1.0001872,,
AAL0706,51,1.0001872,,
AAL0706,53,1.0001872,,
AAL0706,54,1.0001872,,
AAL0706,55,1.0001872,,
AAL0706,56,1.6001872,,
AAL0706,58,1.0001872,,
AAL0706,59,1.0001872,,
AAL0706,60,1.6001872,,
AAL0706,62,1.0001872,,
AAL0706,63,1.0001872,,
AAL0706,64,1.0001872,,
AAL0706,66,1.0001872,,
AAL0706,67,1.0001872,,
AAL0706,68,1.0001872,,
AAL0706,70,1.6001872,,
AAL0706,71,1.6001872,,
AAM0658,1,3.4050523688239096,,
AAM0658,2,3.4050523688239096,,
AAM0658,3,1.6050523688239093,,
AAM0658,6,1.6050523688239093,,
AAM0658,7,1.6050523688239093,,
AAM0658,10,1.6050523688239093,,
AAM0658,11,1.6050523688239093,,
AAM0658,12,1.6050523688239093,,
AAM0658,14,1.6050523688239093,,
AAM0658,15,1.6050523688239093,,
AAM0658,16,1.6050523688239093,,
AAM0658,18,1.6050523688239093,,
AAM0658,19,1.6050523688239093,,
AAM0658,20,1.6050523688239093,,
AAM0658,23,1.6050523688239093,,
AAM0658,24,1.6050523688239093,,
AAM0658,25,1.6050523688239093,,
AAM0658,27,1.0050523688239095,,
AAM0658,28,1.0050523688239095,,
AAM0658,29,1.0050523688239095,,
AAM0658,31,1.6050523688239093,,
AAM0658,32,1.0050523688239095,,
AAM0658,33,1.0050523688239095,,
AAM0658,34,1.0050523688239095,,
AAM0658,36,1.0050523688239095,,
AAM0658,37,1.0050523688239095,,
AAM0658,38,1.0050523688239095,,
AAM0658,40,1.0050523688239095,,
AAM0658,41,2.8050523688239095,,
AAM0658,42,2.8050523688239095,,
AAM0658,45,1.0050523688239095,,
AAN0823,1,3.4002016,,
AAN0823,2,2.8002016,,
AAN0823,3,1.6002016000000001,,
AAN0823,6,1.6002016000000001,,
AAN0823,7,1.6002016000000001,,
AAN0823,10,1.6002016000000001,,
AAN0823,11,1.6002016000000001,,
AAN0823,12,1.6002016000000001,,
AAN0823,14,1.6002016000000001,,
AAN0823,15,1.6002016000000001,,
AAN0823,16,1.6002016000000001,,
AAN0823,18,1.6002016000000001,,
AAN0823,19,1.6002016000000001,,
AAN0823,20,1.6002016000000001,,
AAN0823,23,1.6002016000000001,,
AAN0823,24,1.6002016000000001,,
AAN0823,25,1.6002016000000001,,
AAN0823,27,1.0002016,,
AAN0823,28,1.0002016,,
AAN0823,29,1.0002016,,
AAN0823,31,1.6002016000000001,,
AAN0823,32,1.0002016,,
AAN0823,33,1.0002016,,
AAN0823,34,1.0002016,,
AAN0823,36,1.0002016,,
AAN0823,37,1.0002016,,
AAN0823,38,1.0002016,,
AAN0823,40,1.0002016,,
AAN0823,41,1.0002016,,
AAN0823,42,1.0002016,,
AAN0823,45,1.0002016,,
AAN0823,46,1.0002016,,
AAN0823,47,1.0002016,,
AAN0823,49,1.0002016,,
AAN0823,50,1.0002016,,
AAN0823,51,1.0002016,,
AAN0823,53,1.0002016,,
AAN0823,54,1.0002016,,
AAN0823,55,1.0002016,,
AAN0823,56,1.6002016000000001,,
AAN0823,58,1.0002016,,
AAN0823,59,1.0002016,,
AAN0823,60,1.6002016000000001,,
AAN0823,62,1.0002016,,
AAN0823,63,1.0002016,,
AAN0823,64,1.0002016,,
AAN0823,66,1.0002016,,
AAN0823,67,1.0002016,,
AAN0823,68,1.0002016,,
AAN0823,70,1.6002016000000001,,
AAN0823,71,1.6002016000000001,,
AAS0442,1,3.4001008,,
AAS0442,2,3.4001008,,
AAS0442,3,1.6001007999999999,,
AAS0442,6,1.6001007999999999,,
AAS0442,7,1.6001007999999999,,
AAV0450,1,3.4002016,,
AAV0450,2,2.8002016,,
AAV0450,3,1.6002016000000001,,
AAV0450,6,1.0002016,,
AAV0450,7,1.6002016000000001,,
AAV0450,10,1.0002016,,
AAV0450,11,1.6002016000000001,,
AAV0450,12,1.6002016000000001,,
AAV0450,14,1.6002016000000001,,
AAV0450,15,1.6002016000000001,,
AAV0450,16,1.6002016000000001,,
AAV0450,18,1.6002016000000001,,
AAV0450,19,1.6002016000000001,,
AAV0450,20,1.6002016000000001,,
AAV0450,23,1.6002016000000001,,
AAV0450,24,1.0002016,,
AAV0450,25,1.6002016000000001,,
AAV0450,27,1.0002016,,
AAV0450,28,1.0002016,,
AAV0450,29,1.0002016,,
AAV0450,31,1.6002016000000001,,
AAV0450,32,1.0002016,,
AAV0450,33,1.0002016,,
AAV0450,34,1.0002016,,
AAV0450,36,1.0002016,,
AAV0450,37,1.0002016,,
AAV0450,38,1.0002016,,
AAV0450,40,1.0002016,,
AAV0450,41,1.0002016,,
AAV0450,42,1.0002016,,
AAV0450,45,1.0002016,,
AAV0450,46,1.0002016,,
AAV0450,47,1.0002016,,
AAV0450,49,1.0002016,,
AAV0450,50,1.0002016,,
AAV0450,51,1.0002016,,
AAV0450,53,1.0002016,,
AAV0450,54,1.0002016,,
AAV0450,55,1.0002016,,
AAV0450,56,1.6002016000000001,,
AAV0450,58,1.0002016,,
AAV0450,59,1.0002016,,
AAV0450,60,1.6002016000000001,,
AAV0450,62,1.0002016,,
AAV0450,63,1.0002016,,
AAV0450,64,1.0002016,,
AAV0450,66,1.0002016,,
AAV0450,67,1.0002016,,
AAV0450,68,1.0002016,,
AAV0450,70,1.6002016000000001,,
AAV0450,71,1.6002016000000001,,
AAW0353,1,3.4004896000000002,,
AAW0353,2,3.4004896000000002,,
AAW0353,3,1.6004896,,
AAW0353,6,1.6004896,,
AAW0353,7,1.6004896,,
AAW0353,10,1.6004896,,
AAW0353,11,1.6004896,,
AAW0353,12,1.6004896,,
AAW0353,14,1.6004896,,
AAW0353,15,1.6004896,,
AAW0353,16,1.6004896,,
AAW0353,18,1.6004896,,
AAW0353,19,1.6004896,,
AAW0353,20,1.6004896,,
AAW0353,23,1.6004896,,
AAW0353,24,1.6004896,,
AAW0353,25,1.6004896,,
AAW0353,27,1.0004895999999999,,
AAW0353,28,1.0004895999999999,,
AAW0353,29,1.0004895999999999,,
AAW0353,31,1.6004896,,
AAW0353,32,1.0004895999999999,,
AAW0353,33,1.0004895999999999,,
AAW0353,34,1.0004895999999999,,
AAW0353,36,1.0004895999999999,,
AAW0353,37,1.0004895999999999,,
AAW0353,38,1.0004895999999999,,
AAW0353,40,1.0004895999999999,,
AAW0353,41,1.0004895999999999,,
AAW0353,42,1.0004895999999999,,
AAW0353,45,1.0004895999999999,,
AAW0353,46,1.0004895999999999,,
AAW0353,47,1.0004895999999999,,
AAW0353,49,1.0004895999999999,,
AAW0353,50,1.0004895999999999,,
AAW0353,51,1.0004895999999999,,
AAW0353,53,1.0004895999999999,,
AAW0353,54,1.0004895999999999,,
AAW0353,55,1.0004895999999999,,
AAW0353,56,1.6004896,,
AAW0353,58,1.0004895999999999,,
AAW0353,59,1.0004895999999999,,
AAW0353,60,1.6004896,,
AAW0353,62,1.0004895999999999,,
AAW0353,63,1.0004895999999999,,
AAW0353,64,1.0004895999999999,,
AAW0353,66,1.0004895999999999,,
AAW0353,67,1.0004895999999999,,
AAW0353,68,1.0004895999999999,,
AAW0353,70,1.6004896,,
AAW0353,71,1.6004896,,
ABC0174,1,5.40058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,2,5.40058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,3,3.6005879188751706,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,6,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,7,3.6005879188751706,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,10,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,11,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,12,3.6005879188751706,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,14,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,15,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,16,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,18,3.6005879188751706,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,19,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,20,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,21,3.0005879188751705,,
ABC0174,22,3.0005879188751705,,
ABC0174,23,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,24,4.20058791887517,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,25,3.6005879188751706,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0174,27,2.4005879188751704,,
ABC0174,28,2.4005879188751704,,
ABC0174,29,2.4005879188751704,,
ABC0174,31,2.4005879188751704,,
ABC0174,32,2.4005879188751704,,
ABC0174,33,3.0005879188751705,,
ABC0174,34,2.4005879188751704,,
ABC0174,36,3.0005879188751705,,
ABC0174,37,2.4005879188751704,,
ABC0174,38,2.4005879188751704,,
ABC0174,40,2.4005879188751704,,
ABC0174,41,2.4005879188751704,,
ABC0174,42,2.4005879188751704,,
ABC0174,44,2.4005879188751704,,
ABC0174,45,3.0005879188751705,,
ABC0174,46,2.4005879188751704,,
ABC0174,47,2.4005879188751704,,
ABC0174,49,2.4005879188751704,,
ABC0174,50,3.0005879188751705,,
ABC0253,1,4.6010656,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0253,2,4.0010655999999996,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABC0253,3,1.6010656,,
ABC0253,6,1.6010656,,
ABC0253,7,1.6010656,,
ABC0253,10,1.6010656,,
ABC0253,11,1.6010656,,
ABC0253,12,1.6010656,,
ABC0253,14,1.6010656,,
ABC0253,15,1.6010656,,
ABC0253,16,1.6010656,,
ABC0253,18,1.6010656,,
ABC0253,19,1.6010656,,
ABC0253,20,1.6010656,,
ABC0253,23,1.6010656,,
ABC0253,24,1.6010656,,
ABC0253,25,1.6010656,,
ABC0253,27,1.0010656,,
ABC0253,28,1.0010656,,
ABC0253,29,1.0010656,,
ABC0253,31,1.0010656,,
ABC0253,32,1.0010656,,
ABC0253,33,1.0010656,,
ABC0253,34,1.0010656,,
ABC0253,36,1.0010656,,
ABC0253,37,1.0010656,,
ABC0253,38,1.0010656,,
ABC0253,40,1.0010656,,
ABC0253,41,1.0010656,,
ABC0253,42,1.0010656,,
ABC0253,45,1.0010656,,
ABC0253,46,1.0010656,,
ABC0253,47,1.0010656,,
ABC0253,49,1.0010656,,
ABC0253,50,1.0010656,,
ABC0253,51,1.0010656,,
ABC0253,53,1.0010656,,
ABC0253,54,1.0010656,,
ABC0253,55,1.0010656,,
ABC0253,56,1.6010656,,
ABC0253,58,1.0010656,,
ABC0253,59,1.0010656,,
ABC0253,60,1.0010656,,
ABC0253,62,1.0010656,,
ABC0253,63,1.0010656,,
ABC0253,64,1.0010656,,
ABC0253,66,1.0010656,,
ABC0253,67,1.0010656,,
ABC0253,68,1.0010656,,
ABC0253,70,1.0010656,,
ABC0253,71,1.0010656,,
ABH0663,1,4.0004751999999995,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABH0663,2,3.4004752,,
ABH0663,3,1.6004752,,
ABH0663,6,1.6004752,,
ABH0663,7,1.6004752,,
ABH0663,10,1.6004752,,
ABH0663,11,1.6004752,,
ABH0663,12,1.6004752,,
ABH0663,14,1.6004752,,
ABH0663,15,1.6004752,,
ABH0663,16,1.6004752,,
ABH0663,18,1.6004752,,
ABH0663,19,1.6004752,,
ABH0663,20,1.6004752,,
ABH0663,23,1.6004752,,
ABH0663,24,1.6004752,,
ABH0663,25,1.6004752,,
ABH0663,27,1.0004752,,
ABH0663,28,1.0004752,,
ABH0663,29,1.0004752,,
ABH0663,31,1.6004752,,
ABH0663,32,1.0004752,,
ABH0663,33,1.0004752,,
ABH0663,34,1.0004752,,
ABH0663,36,1.0004752,,
ABH0663,37,1.0004752,,
ABH0663,38,1.0004752,,
ABH0663,40,1.0004752,,
ABH0663,41,1.0004752,,
ABH0663,42,1.0004752,,
ABH0663,45,1.0004752,,
ABH0663,46,1.0004752,,
ABH0663,47,1.0004752,,
ABH0663,49,1.0004752,,
ABH0663,50,1.0004752,,
ABH0663,51,1.0004752,,
ABH0663,53,1.0004752,,
ABH0663,54,1.0004752,,
ABH0663,55,1.0004752,,
ABH0663,56,1.6004752,,
ABH0663,58,1.0004752,,
ABH0663,59,1.0004752,,
ABH0663,60,1.6004752,,
ABH0663,62,1.0004752,,
ABH0663,63,1.0004752,,
ABH0663,64,1.0004752,,
ABH0663,66,1.0004752,,
ABH0663,67,1.0004752,,
ABH0663,68,1.0004752,,
ABH0663,70,1.6004752,,
ABH0663,71,1.6004752,,
ABM0845,1,3.4002016,,
ABM0845,2,3.4002016,,
ABM0845,3,1.6002016000000001,,
ABM0845,6,1.6002016000000001,,
ABM0845,7,1.6002016000000001,,
ABM0845,10,1.6002016000000001,,
ABM0845,11,1.6002016000000001,,
ABM0845,12,1.6002016000000001,,
ABM0845,14,1.6002016000000001,,
ABM0845,15,1.6002016000000001,,
ABM0845,16,1.6002016000000001,,
ABM0845,18,1.6002016000000001,,
ABM0845,19,1.6002016000000001,,
ABM0845,20,1.6002016000000001,,
ABM0845,23,1.6002016000000001,,
ABM0845,24,1.6002016000000001,,
ABM0845,25,1.6002016000000001,,
ABM0845,27,1.6002016000000001,,
ABM0845,28,1.0002016,,
ABM0845,29,1.0002016,,
ABM0845,31,1.0002016,,
ABM0845,32,1.0002016,,
ABM0845,33,1.0002016,,
ABM0845,34,1.0002016,,
ABM0845,36,1.0002016,,
ABM0845,37,1.0002016,,
ABM0845,38,1.0002016,,
ABM0845,40,1.0002016,,
ABM0845,41,1.0002016,,
ABM0845,42,1.6002016000000001,,
ABM0845,45,1.0002016,,
ABM0845,46,1.0002016,,
ABM0845,47,1.0002016,,
ABM0845,49,1.0002016,,
ABM0845,50,1.0002016,,
ABM0845,51,1.0002016,,
ABM0845,53,1.0002016,,
ABM0845,54,1.0002016,,
ABM0845,55,1.6002016000000001,,
ABM0845,56,1.6002016000000001,,
ABM0845,58,1.0002016,,
ABM0845,59,1.0002016,,
ABM0845,60,1.0002016,,
ABM0845,62,1.0002016,,
ABM0845,63,1.0002016,,
ABM0845,64,1.0002016,,
ABM0845,66,1.0002016,,
ABM0845,67,1.0002016,,
ABM0845,68,1.0002016,,
ABM0845,70,1.6002016000000001,,
ABM0845,71,1.0002016,,
ABN0239,1,4.0010512,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABN0239,2,4.0010512,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ABN0239,3,1.6010512000000001,,
ABN0239,6,1.6010512000000001,,
ABN0239,7,1.6010512000000001,,
ABN0239,10,1.6010512000000001,,
ABN0239,11,1.6010512000000001,,
ABN0239,12,1.6010512000000001,,
ABN0239,14,1.6010512000000001,,
ABN0239,15,1.6010512000000001,,
ABN0239,16,1.6010512000000001,,
ABN0239,18,1.6010512000000001,,
ABN0239,19,1.6010512000000001,,
ABN0239,20,1.6010512000000001,,
ABN0239,23,1.6010512000000001,,
ABN0239,24,1.6010512000000001,,
ABN0239,25,1.6010512000000001,,
ABN0239,27,1.0010512,,
ABN0239,28,1.0010512,,
ABN0239,29,1.0010512,,
ABN0239,31,1.0010512,,
ABN0239,32,1.0010512,,
ABN0239,33,1.0010512,,
ABN0239,34,1.0010512,,
ABN0239,36,1.0010512,,
ABN0239,37,1.0010512,,
ABN0239,38,1.0010512,,
ABN0239,40,1.0010512,,
ABN0239,41,1.0010512,,
ABN0239,42,1.0010512,,
ABN0239,45,1.0010512,,
ABN0239,46,1.0010512,,
ABN0239,47,1.0010512,,
ABN0239,49,1.0010512,,
ABN0239,50,1.0010512,,
ABN0239,51,1.0010512,,
ABN0239,53,1.0010512,,
ABN0239,54,1.0010512,,
ABN0239,55,1.0010512,,
ABN0239,56,1.0010512,,
ABN0239,58,1.0010512,,
ABN0239,59,1.0010512,,
ABN0239,60,1.0010512,,
ABN0239,62,1.0010512,,
ABN0239,63,1.0010512,,
ABN0239,64,1.0010512,,
ABN0239,66,1.0010512,,
ABN0239,67,1.0010512,,
ABN0239,68,1.0010512,,
ABN0239,70,1.6010512000000001,,
ABN0239,71,1.0010512,,
ACC0042,1,5.201238399999999,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ACC0042,2,4.6012384,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ACC0042,3,4.0012384,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ACC0042,6,2.8012384,,
ACC0042,7,3.4012384,,
ACC0042,10,3.4012384,,
ACC0042,11,3.4012384,,
ACC0042,12,2.8012384,,
ACC0042,14,3.4012384,,
ACC0042,15,3.4012384,,
ACC0042,16,3.4012384,,
ACC0042,18,2.2012384,,
ACC0042,19,3.4012384,,
ACC0042,20,4.0012384,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ACC0042,23,3.4012384,,
ACC0042,24,3.4012384,,
ACC0042,25,2.8012384,,
ACC0042,27,2.8012384,,
ACC0042,28,2.8012384,,
ACC0042,29,2.8012384,,
ACC0042,31,1.6012384,,
ACC0042,32,3.4012384,,
ACC0042,33,2.8012384,,
ACC0042,34,2.2012384,,
ACC0042,36,2.8012384,,
ACC0042,37,2.8012384,,
ACC0042,38,2.8012384,,
ACC0042,40,2.2012384,,
ACC0042,41,3.4012384,,
ACC0042,42,2.8012384,,
ACC0042,45,2.8012384,,
ACC0042,46,2.8012384,,
ACC0042,47,2.2012384,,
ACC0042,49,2.8012384,,
ACC0042,50,2.2012384,,
ACC0042,51,2.2012384,,
ACC0042,53,1.6012384,,
ACC0042,54,2.8012384,,
ACC0042,55,2.8012384,,
ACC0042,56,1.6012384,,
ACC0042,58,2.8012384,,
ACC0042,59,2.8012384,,
ACC0042,60,2.2012384,,
ACC0042,62,2.2012384,,
ACC0042,63,2.8012384,,
ACC0042,64,2.2012384,,
ACC0042,66,2.2012384,,
ACC0042,67,2.8012384,,
ACC0042,68,3.4012384,,
ACC0042,70,1.6012384,,
ACC0042,71,2.2012384,,
ACV0812,1,4.6010656,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ACV0812,2,4.0010655999999996,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
ACV0812,3,2.2010655999999997,,
ACV0812,6,1.6010656,,
ACV0812,7,1.6010656,,
ACV0812,9,1.6010656,,
ACV0812,10,2.2010655999999997,,
ACV0812,11,2.2010655999999997,,
ACV0812,12,2.2010655999999997,,
ACV0812,14,2.2010655999999997,,
ACV0812,15,2.2010655999999997,,
ACV0812,16,2.2010655999999997,,
ACV0812,18,1.6010656,,
ACV0812,19,2.2010655999999997,,
ACV0812,20,2.2010655999999997,,
ACV0812,23,2.2010655999999997,,
ACV0812,24,2.2010655999999997,,
ACV0812,25,2.2010655999999997,,
ACV0812,27,1.6010656,,
ACV0812,28,1.6010656,,
ACV0812,29,1.6010656,,
ACV0812,31,1.0010656,,
ACV0812,32,1.6010656,,
ACV0812,33,1.6010656,,
ACV0812,34,1.0010656,,
ACV0812,36,1.6010656,,
ACV0812,37,1.0010656,,
ACV0812,38,1.6010656,,
ACV0812,40,1.0010656,,
ACV0812,41,1.6010656,,
ACV0812,42,1.6010656,,
ACV0812,45,1.6010656,,
ACV0812,46,1.6010656,,
ACV0812,47,1.6010656,,
ACV0812,49,1.6010656,,
ACV0812,50,1.6010656,,
ACV0812,51,1.6010656,,
ACV0812,53,1.0010656,,
ACV0812,54,1.0010656,,
ACV0812,55,1.6010656,,
ACV0812,56,1.6010656,,
ACV0812,58,1.6010656,,
ACV0812,59,1.6010656,,
ACV0812,60,1.0010656,,
ACV0812,62,1.6010656,,
ACV0812,63,1.0010656,,
ACV0812,64,1.6010656,,
ACV0812,66,1.0010656,,
ACV0812,67,1.0010656,,
ACV0812,68,1.6010656,,
ACV0812,70,1.6010656,,
ACV0812,71,1.0010656,,
ADC0391,1,4.00108,,Drivers: Multiple risk signals increased at the same time; Overall system activity was unusually high; Suspicious behavior stayed elevated over several weeks
